REF.AX,10.75M,0.115
RER.AX,2.40M,0.011
RES.AX,22.03M,0.038
REV.AX,4.82M,0.057
REY.AX,22.04M,0.031
REZ.AX,7.67M,0.11
RFL.AX,33.37M,0.096
RFN.AX,15.00M,0.15
RFT.AX,11.21M,0.009
RGP.AX,8.05M,0.072
RGS.AX,32.38M,0.155
RGU.AX,811260.00,0.012
RHI.AX,19.74M,0.40
RHS.AX,7.08M,0.12
RHT.AX,6.43M,0.016
RIE.AX,5.36M,0.023
RIM.AX,13.53M,0.017
RIS.AX,13.84M,0.22
RLC.AX,555130.00,0.005
RLE.AX,21.45M,0.105
RMG.AX,1.67M,0.008
RMI.AX,1.48M,0.005
RMP.AX,10.63M,0.025
RMR.AX,2.11M,0.002
RMT.AX,5.48M,0.003
RMX.AX,1.44M,0.001
RNI.AX,19.81M,0.017
RNO.AX,13.00M,0.021
RNS.AX,22.06M,0.048
RNT.AX,18.68M,0.185
RNU.AX,4.55M,0.021
RNY.AX,35.56M,0.135
RPG.AX,44.32M,0.29
RRP.AX,2.36M,0.001
RRR.AX,12.08M,0.20
RSH.AX,9.01M,0.032
RTR.AX,3.31M,0.016
RUB.AX,8.10M,0.045
RUM.AX,15.81M,0.041
RVR.AX,30.43M,0.14
RVY.AX,16.24M,0.031
RXH.AX,18.39M,0.14
RXL.AX,15.35M,0.013
RXM.AX,13.23M,0.06
SAM.AX,1.12M,0.10
SAU.AX,10.59M,0.29
SAY.AX,1.37M,0.003
SBB.AX,11.32M,0.024
SBI.AX,715165.00,0.011
SBR.AX,1.76M,0.007
SBU.AX,12.56M,0.018
SCI.AX,7.68M,0.066
SCU.AX,8.75M,0.024
